,TripID,VehicleID,ChargeType,Location,SoCStart,SoCEnd,dE,Pmax,t0,t1,t2,lbd
3405,2015007224,2015000229,home,598,0.8533745048759674,0.9340107323433227,3.2254490986942073,3.7,1795.0,1829.3676868236112,1860.0,0.013553100058347901
1675,2003280096,2003009200,home,286,0.4128871082852488,1.0,23.48451566859005,3.7,1890.0,2249.0512715342147,3840.0,0.013553100058347901
3088,2006071264,2006002377,home,558,0.4909676037303316,1.0,20.361295850786732,3.7,1905.0,2206.4980807884535,3180.0,0.013553100058347901
3527,2009028920,2009001073,home,625,0.5345724424356936,0.9959939881908182,18.456861830204986,3.7,1925.0,2194.356922037572,2430.0,0.013553100058347901
2116,2016117801,2016004459,home,377,0.23044807729967848,1.0,30.78207690801286,3.7,1935.0,2428.527215749623,3330.0,0.013553100058347901
1497,2014112353,2014004013,home,254,0.5816477471419566,0.77158108047529,7.597333333333334,3.7,1945.0,2179.6576802393442,2085.0,0.013553100058347901
3394,2011062313,2011002296,home,596,0.39829358375262824,0.9042379249252186,20.237773646903616,3.7,1947.0,2316.8081692241067,2320.0,0.013553100058347901
2896,2003008029,2003000239,home,522,0.40179459504596765,1.0,23.928216198161294,3.7,1960.0,2327.2275712191886,3360.0,0.013553100058347901
2859,2013057926,2013002169,home,519,0.6995956883870377,0.9958026070470888,11.848276746402048,3.7,1975.0,2122.7181658080804,2355.0,0.013553100058347901
448,2010007636,2010000270,home,46,0.5800778487339702,0.997697481955195,16.704785328848992,3.7,1982.0,2217.814853513044,2493.0,0.013553100058347901
271,2006231120,2006008082,home,34,0.4882268661671261,0.49501019950045944,0.27133333333333337,3.7,1985.0,2288.518280466492,1990.0,0.013553100058347901
2275,2007123301,2007004265,home,401,0.512394026767736,0.9859386799458129,18.94178612712307,3.7,2000.0,2285.7046485741503,2430.0,0.013553100058347901
991,2005229349,2005007916,home,157,0.983489877032117,0.983489877032117,0.0,3.7,2005.0,2005.0,2005.0,0.013553100058347901
395,2008155882,2008005470,home,43,0.37955983895026163,0.8069098389502617,17.094,3.7,2010.0,2393.6168263265886,2325.0,0.013553100058347901
1638,2007009553,2007000306,home,285,0.44679822281417214,1.0,22.128071087433113,3.7,2025.0,2359.055364019038,3370.0,0.013553100058347901
1094,2009067663,2009002427,home,171,0.5289662274529146,0.9398933800555967,16.437086104107287,3.7,2029.0,2302.4892672337237,2340.0,0.013553100058347901
1490,2007177215,2007006241,home,250,0.8230519866380385,0.8664653199713719,1.7365333333333335,3.7,2038.0,2094.718437367539,2070.0,0.013553100058347901
3034,2016213133,2016008254,home,544,0.7247254277438528,0.974567637903955,9.993688406404083,3.7,2060.0,2189.1950164050227,2290.0,0.013553100058347901
2930,2014060372,2014002143,home,525,0.5336426354351538,1.0,18.65429458259385,3.7,2085.0,2355.0422834630317,5115.0,0.013553100058347901
3681,2007276726,2007009856,home,649,0.41324399208570506,1.0,23.470240316571797,3.7,2110.0,2468.788212221839,3510.0,0.013553100058347901
2641,2004160226,2004005072,home,471,0.22430000930701136,0.3667500093070114,5.698,3.7,2130.0,2628.058961198763,2235.0,0.013553100058347901
2000,2004252041,2004008090,home,355,0.9040664075240715,0.9977066627677246,3.7456102097461272,3.7,2130.0,2130.0,2400.0,0.013553100058347901
3503,2007193939,2007006833,home,618,0.32449961650000003,1.0,27.02001534,3.7,2151.0,2575.201756879607,3974.0,0.013553100058347901
2608,2010257219,2010009178,home,468,0.11875,1.0,35.25,3.7,2155.0,2730.859950859951,3510.0,0.013553100058347901
3562,2008186724,2008006633,home,632,0.3553942246666113,0.9047288776094176,21.973386117712252,3.7,2160.0,2561.4293184275593,2565.0,0.013553100058347901
3678,2015212996,2015008781,home,648,0.26108161129986684,1.0,29.556735548005328,3.7,2180.0,2650.9472152580834,6300.0,0.013553100058347901
1491,2007177217,2007006241,home,250,0.839106539971372,1.0,6.435738401145121,3.7,2180.0,2224.884614271716,3330.0,0.013553100058347901
799,2009078523,2009002801,home,105,0.12450847457373727,1.0,35.01966101705051,3.7,2190.0,2761.6153750070735,3930.0,0.013553100058347901
299,2010170904,2010006069,home,38,0.1527947218491217,0.9997726480340547,33.87911704739732,3.7,2207.0,2757.7655612905737,3180.0,0.013553100058347901
121,2005063521,2005002053,home,14,0.7501693049068238,1.0,9.993227803727049,3.7,2210.0,2320.440315793496,3455.0,0.013553100058347901
2014,2006311325,2006011076,home,356,0.7369963838190378,0.8997963838190378,6.5120000000000005,3.7,2220.0,2340.150085637073,2340.0,0.013553100058347901
2405,2014235275,2014008582,home,426,0.31251100595629805,1.0,27.499559761748074,3.7,2224.0,2657.038570548183,9240.0,0.013553100058347901
2429,2012214682,2012007661,home,431,0.24356584645531448,0.3046158464553145,2.442,3.7,2225.0,2708.858098435886,2270.0,0.013553100058347901
2558,2002039966,2002001450,home,456,0.6329098352747508,0.6871765019414174,2.170666666666667,3.7,2230.0,2426.8723572913386,2270.0,0.013553100058347901
3353,2012136200,2012004781,home,586,0.11875,1.0,35.25,3.7,2230.0,2805.859950859951,3510.0,0.013553100058347901
3624,2004254770,2004008176,home,644,0.12580776498044688,1.0,34.96768940078213,3.7,2235.0,2805.6576670905797,5490.0,0.013553100058347901
2902,2002179277,2002006656,home,522,0.5649156636752598,0.7032956636752598,5.535200000000001,3.7,2238.0,2484.990911295877,2340.0,0.013553100058347901
680,2007054927,2007001896,home,85,0.11875,1.0,35.25,3.7,2240.0,2815.859950859951,4965.0,0.013553100058347901
2090,2012037320,2012001347,home,372,0.40469795549493437,1.0,23.812081780202625,3.7,2240.0,2605.087502092186,3455.0,0.013553100058347901
1330,2009080035,2009002864,home,216,0.5413381000000002,1.0,18.346475999999996,3.7,2250.0,2514.3699508599507,3120.0,0.013553100058347901
1498,2014112355,2014004013,home,254,0.69634443547529,1.0,12.1462225809884,3.7,2255.0,2405.1146667258304,4795.0,0.013553100058347901
1966,2006049513,2006001644,home,348,0.36959671590406595,0.4374300492373993,2.7133333333333334,3.7,2265.0,2655.9606516677645,2315.0,0.013553100058347901
3109,2006248342,2006008675,home,560,0.11875,0.5800166666666666,18.450666666666667,3.7,2270.0,2845.859950859951,2610.0,0.013553100058347901
3435,2008277778,2008009775,home,602,0.6518415469463062,0.6993248802796396,1.8993333333333335,3.7,2280.0,2462.9177786636565,2315.0,0.013553100058347901
1374,2011254350,2011009334,home,231,0.40622238553179546,1.0,23.75110457872818,3.7,2280.0,2643.963843588357,3270.0,0.013553100058347901
1720,2002035091,2002001268,home,297,0.11875,1.0,35.25,3.7,2280.0,2855.859950859951,5400.0,0.013553100058347901
3740,2011052944,2011001972,home,663,0.46347018987497424,1.0,21.46119240500103,3.7,2298.0,2619.766444809601,5165.0,0.013553100058347901
3101,2011258570,2011009494,home,559,0.16806609682616663,1.0,33.277356126953336,3.7,2300.0,2839.5090195384523,3520.0,0.013553100058347901
2073,2009236615,2009008230,home,366,0.7867299274795496,1.0,8.530802900818015,3.7,2300.0,2383.491453946278,3390.0,0.013553100058347901
2427,2010071182,2010002473,home,430,0.4627821770018595,1.0,21.488712919925625,3.7,2310.0,2632.273579605509,3440.0,0.013553100058347901
1543,2005105429,2005003551,home,270,0.870045795,0.8836124616666667,0.5426666666666667,3.7,2310.0,2332.0792665847666,2320.0,0.013553100058347901
68,2003086087,2003002662,home,10,0.8656071279692406,1.0,5.375714881230378,3.7,2310.0,2335.351011324884,3380.0,0.013553100058347901
1215,2011162067,2011006029,home,186,0.11875,0.9998019045793874,35.2420761831755,3.7,2325.0,2900.859950859951,3330.0,0.013553100058347901
453,2016030912,2016001172,home,48,0.6199233079987918,0.9917820499017658,14.874349676118957,3.7,2325.0,2531.4447361188268,2715.0,0.013553100058347901
285,2007174992,2007006150,home,37,0.727780139,1.0,10.888794439999998,3.7,2325.0,2451.9433864864864,3425.0,0.013553100058347901
3138,2016063334,2016002401,home,564,0.11875,0.9979720792531148,35.168883170124595,3.7,2335.0,2910.859950859951,3195.0,0.013553100058347901
488,2005072478,2005002338,home,58,0.11875,0.999948674293595,35.2479469717438,3.7,2335.0,2910.859950859951,3390.0,0.013553100058347901
336,2009032675,2009001203,home,42,0.7264788265914955,0.7427588265914955,0.6512,3.7,2337.0,2464.9025848219935,2349.0,0.013553100058347901
3395,2011062315,2011002296,home,596,0.8837188399252185,0.9986213925275791,4.596102104094429,3.7,2342.0,2354.0008550919765,2665.0,0.013553100058347901
1726,2012177021,2012006308,home,298,0.47355484175633805,1.0,21.05780632974648,3.7,2343.0,2657.333040474444,3771.0,0.013553100058347901
822,2014241231,2014008818,home,111,0.11875,1.0,35.25,3.7,2355.0,2930.859950859951,3540.0,0.013553100058347901
2301,2011130370,2011004822,home,409,0.11875000000000002,0.15945000000000004,1.6280000000000001,3.7,2355.0,2930.859950859951,2385.0,0.013553100058347901
469,2003000076,2003000004,home,53,0.32072951203070005,1.0,27.170819518771996,3.7,2360.0,2786.9807036628745,6240.0,0.013553100058347901
1602,2004296735,2004009667,home,282,0.5913367276422795,0.6225400609756129,1.2481333333333335,3.7,2362.0,2589.5159255708013,2385.0,0.013553100058347901
836,2009021285,2009000804,home,116,0.11875,1.0,35.25,3.7,2370.0,2945.859950859951,9300.0,0.013553100058347901
3215,2002083281,2002003159,home,571,0.16847737706875449,0.9999520311792981,33.25898616442174,3.7,2370.0,2909.2058645684856,3390.0,0.013553100058347901
603,2005314370,2005010872,home,75,0.44421796722596013,1.0,22.2312813109616,3.7,2380.0,2715.9572723150172,3510.0,0.013553100058347901
2288,2016119204,2016004531,home,405,0.4331321148344335,1.0,22.67471540662266,3.7,2385.0,2729.1286622842013,3360.0,0.013553100058347901
240,2002257839,2002009197,home,29,0.86240143,1.0,5.503942799999999,3.7,2385.0,2412.7139336609334,3340.0,0.013553100058347901
2595,2006155214,2006005328,home,466,0.6767069548264533,0.9686439910088719,11.677481447296744,3.7,2390.0,2554.5894681868895,2640.0,0.013553100058347901
2731,2015006957,2015000215,home,486,0.22554651849182764,1.0,30.978139260326895,3.7,2390.0,2887.140158359832,3690.0,0.013553100058347901
694,2016139549,2016005425,home,87,0.5371864463404286,0.6999864463404286,6.5120000000000005,3.7,2390.0,2657.430137832608,2510.0,0.013553100058347901
60,2011238196,2011008758,home,9,0.17956183255583522,0.9998528536603771,32.811640844181674,3.7,2390.0,2921.035504258598,3364.0,0.013553100058347901
1951,2007090694,2007003138,home,346,0.2806630585991127,1.0,28.77347765603549,3.7,2390.0,2846.51371602031,3445.0,0.013553100058347901
2625,2007013076,2007000446,home,471,0.8529465574999999,0.9187648439938556,2.6327314597542233,3.7,2400.0,2434.6831271498772,2450.0,0.013553100058347901
3041,2009262635,2009009110,home,551,0.6487615449999999,1.0,14.049538200000002,3.7,2400.0,2585.18805036855,3420.0,0.013553100058347901
2011,2015063680,2015002381,home,356,0.3989297164367772,1.0,24.04281134252891,3.7,2400.0,2769.339275353727,3360.0,0.013553100058347901
1154,2015077687,2015003121,home,178,0.11875,1.0,35.25,3.7,2400.0,2975.859950859951,4650.0,0.013553100058347901
1519,2015060457,2015002228,home,265,0.5546335209636457,1.0,17.814659161454173,3.7,2400.0,2654.569886267583,3360.0,0.013553100058347901
3326,2007051852,2007001787,home,583,0.11875,1.0,35.25,3.7,2405.0,2980.859950859951,3740.0,0.013553100058347901
2860,2013057929,2013002169,home,519,0.9034667245470888,1.0,3.8613310181164495,3.7,2410.0,2410.0,3370.0,0.013553100058347901
2108,2008106781,2008003695,home,376,0.42827263728270515,1.0,22.869094508691795,3.7,2410.0,2757.710586769505,3450.0,0.013553100058347901
2162,2003301483,2003009955,home,386,0.66686662,1.0,13.325335200000001,3.7,2410.0,2581.842786240786,5085.0,0.013553100058347901
1705,2016122291,2016004661,home,295,0.3595826565602083,1.0,25.616693737591667,3.7,2410.0,2808.3420221914926,3810.0,0.013553100058347901
459,2014172693,2014006294,home,50,0.1842718518219778,0.20462185182197778,0.8140000000000001,3.7,2415.0,2942.563745585766,2430.0,0.013553100058347901
3310,2010285825,2010010330,home,582,0.11875,1.0,35.25,3.7,2415.0,2990.859950859951,3780.0,0.013553100058347901
2347,2004195631,2004006275,home,415,0.8319710647332457,0.8523210647332456,0.8140000000000001,3.7,2415.0,2465.144178329303,2430.0,0.013553100058347901
1555,2010188265,2010006740,home,274,0.6729016449999999,0.713601645,1.6280000000000001,3.7,2420.0,2587.394364864865,2450.0,0.013553100058347901
205,2011215512,2011007910,home,26,0.11875,1.0,35.25,3.7,2420.0,2995.859950859951,3610.0,0.013553100058347901
2438,2011025294,2011000884,home,432,0.6249766531025264,1.0,15.000933875898944,3.7,2420.0,2622.7199117180394,3360.0,0.013553100058347901
2123,2012218129,2012007801,home,380,0.32483676444415965,0.999789137376502,26.998094917293695,3.7,2425.0,2848.953244881455,3275.0,0.013553100058347901
2938,2007229448,2007008183,home,527,0.6219989755366917,0.7847989755366918,6.5120000000000005,3.7,2430.0,2634.9147600466645,2550.0,0.013553100058347901
1076,2012018947,2012000697,home,167,0.2475074043486892,0.2678574043486892,0.8140000000000001,3.7,2430.0,2910.9527732073543,2445.0,0.013553100058347901
3071,2005234270,2005008091,home,555,0.11875,0.995909486064007,35.08637944256028,3.7,2430.0,3005.859950859951,3240.0,0.013553100058347901
1967,2006049515,2006001644,home,348,0.3580895872373993,0.6090729205707326,10.039333333333333,3.7,2430.0,2829.4425646898776,2615.0,0.013553100058347901
2153,2013202171,2013007977,home,385,0.7975450279999999,1.0,8.098198880000002,3.7,2430.0,2505.5196353808356,3420.0,0.013553100058347901
691,2008079158,2008002741,home,86,0.2541274311154878,0.6543440977821545,16.008666666666667,3.7,2430.0,2906.0731465979206,2725.0,0.013553100058347901
2442,2009129217,2009004570,home,433,0.4780906563787408,0.5934073230454074,4.612666666666667,3.7,2435.0,2745.9896881729182,2520.0,0.013553100058347901
1687,2014174594,2014006364,home,291,0.43594927262596056,1.0,22.562029094961574,3.7,2435.0,2777.052133199538,3385.0,0.013553100058347901
924,2014213117,2014007696,home,141,0.19788175002415825,0.9999553526895282,32.0829441066148,3.7,2435.0,2952.5318795890726,3435.0,0.013553100058347901
367,2004225639,2004007214,home,43,0.6819541825000001,1.0,12.721832699999997,3.7,2440.0,2600.721732800983,3315.0,0.013553100058347901
1339,2008042693,2008001480,home,218,0.8583807063482044,0.9056955823139301,1.8925950386290233,3.7,2440.0,2470.6776120283507,2475.0,0.013553100058347901
583,2005013466,2005000421,home,69,0.11875,1.0,35.25,3.7,2444.0,3019.859950859951,3970.0,0.013553100058347901
727,2016197591,2016007645,home,93,0.119,1.0,35.24,3.7,2445.0,3020.675675675676,6540.0,0.013553100058347901
812,2010178947,2010006392,home,108,0.6114400233653049,0.8217233566986382,8.411333333333333,3.7,2445.0,2657.697771475205,2600.0,0.013553100058347901
1778,2012188572,2012006744,home,311,0.3638080789697036,0.9999281758056668,25.444803873438527,3.7,2445.0,2840.227460218892,3310.0,0.013553100058347901
3242,2007111673,2007003858,home,578,0.7006512633333335,1.0,11.97394946666666,3.7,2445.0,2591.9401007371007,3360.0,0.013553100058347901
2671,2007271633,2007009654,home,471,0.639791724066561,1.0,14.408331037337557,3.7,2445.0,2636.7997119902498,3480.0,0.013553100058347901
2219,2009279237,2009009712,home,389,0.8142416398443952,0.9712484782056625,6.280273534450691,3.7,2450.0,2513.2125504832466,2605.0,0.013553100058347901
681,2007139417,2007004863,home,85,0.6239298985854115,1.0,15.042804056583542,3.7,2450.0,2653.491475244168,3870.0,0.013553100058347901
2075,2005120114,2005004035,home,369,0.4272922741987427,1.0,22.90830903205029,3.7,2450.0,2798.43321312132,3345.0,0.013553100058347901
3330,2015189089,2015007812,home,583,0.3368312195000001,0.9998592155336778,26.52111984134711,3.7,2450.0,2865.1121232186733,3310.0,0.013553100058347901
3688,2013149621,2013006077,home,649,0.38616533132242603,1.0,24.55338674710296,3.7,2450.0,2828.7479130301526,3510.0,0.013553100058347901
3423,2009061410,2009002219,home,602,0.11875,0.9982418013907649,35.1796720556306,3.7,2450.0,3025.859950859951,3320.0,0.013553100058347901
2979,2012072662,2012002558,home,534,0.5144341393140974,1.0,19.4226344274361,3.7,2455.0,2739.200880112459,3450.0,0.013553100058347901
1024,2012230430,2012008250,home,162,0.6323042553895388,0.7544042553895388,4.884,3.7,2460.0,2657.3187306711015,2550.0,0.013553100058347901
1437,2009195051,2009006838,home,243,0.11875,0.2612,5.698,3.7,2460.0,3035.859950859951,2565.0,0.013553100058347901
1160,2005134202,2005004507,home,178,0.2737690792531148,0.9997051430889101,29.037442553431813,3.7,2460.0,2921.5952732778023,3330.0,0.013553100058347901
445,2006275481,2006009667,home,46,0.4033371949999999,0.9996509007307001,23.852548229228006,3.7,2460.0,2826.0905196560198,3225.0,0.013553100058347901
1258,2011095841,2011003561,home,197,0.7524958875716465,1.0,9.900164497134138,3.7,2460.0,2568.7253899963293,3360.0,0.013553100058347901
915,2013151411,2013006146,home,137,0.5776335333789602,1.0,16.894658664841593,3.7,2460.0,2697.6165601629286,3360.0,0.013553100058347901
1113,2004256940,2004008262,home,176,0.34185163333333335,0.5385683,7.868666666666667,3.7,2465.0,2876.4115724815724,2610.0,0.013553100058347901
2043,2012237267,2012008502,home,361,0.541418567,1.0,18.34325732,3.7,2465.0,2729.3106385749384,3420.0,0.013553100058347901
2995,2002050092,2002001854,home,538,0.45007068398757544,1.0,21.997172640496984,3.7,2465.0,2796.6432304759887,3420.0,0.013553100058347901
3398,2004161682,2004005130,home,597,0.7606106750000001,0.8352273416666668,2.984666666666667,3.7,2465.0,2567.743974201474,2520.0,0.013553100058347901
3005,2004037219,2004001135,home,539,0.5481398656640845,1.0,18.074405373436623,3.7,2466.0,2725.356364375368,3360.0,0.013553100058347901
1302,2006060680,2006002017,home,204,0.11875,0.999821442445994,35.24285769783976,3.7,2470.0,3045.859950859951,3480.0,0.013553100058347901
461,2014172695,2014006294,home,50,0.3165892809886445,1.0,27.336428760454222,3.7,2470.0,2900.032471015741,3900.0,0.013553100058347901
2263,2004278652,2004009015,home,399,0.705625199135218,1.0,11.774992034591278,3.7,2470.0,2613.27380899124,3345.0,0.013553100058347901
2792,2014222480,2014008049,home,507,0.119,0.9988657173937463,35.194628695749856,3.7,2470.0,3045.675675675676,3370.0,0.013553100058347901
857,2016104724,2016003937,home,120,0.11875,1.0,35.25,3.7,2475.0,3050.859950859951,3765.0,0.013553100058347901
1640,2004202125,2004006508,home,285,0.4568954106770723,1.0,21.72418357291711,3.7,2475.0,2801.6127194026494,3315.0,0.013553100058347901
1311,2015073368,2015002857,home,207,0.3564467278890924,0.9999589910953395,25.740490528249886,3.7,2475.0,2875.6535175264676,3360.0,0.013553100058347901
791,2003216018,2003007052,home,102,0.11875,0.9966804070572353,35.11721628228941,3.7,2475.0,3050.859950859951,3300.0,0.013553100058347901
3610,2008084733,2008002931,home,636,0.8143504077658332,1.0,7.425983689366671,3.7,2480.0,2543.1323775681817,3390.0,0.013553100058347901
720,2016217126,2016008408,home,91,0.44037416533333335,0.9999766472612786,22.38409927711781,3.7,2482.0,2820.7905415233417,3315.0,0.013553100058347901
987,2002098462,2002003763,home,156,0.7031284966666665,1.0,11.874860133333339,3.7,2490.0,2635.1141302211304,3675.0,0.013553100058347901
1819,2007063393,2007002188,home,324,0.3638514751437115,0.4045514751437115,1.6280000000000001,3.7,2490.0,2885.195472867043,2520.0,0.013553100058347901
2613,2013022587,2013000918,home,470,0.7703421826580813,0.9177803314083057,5.8975259500089745,3.7,2490.0,2585.570872733601,2600.0,0.013553100058347901
1255,2015219752,2015009062,home,197,0.19544145250138012,0.9981523015701631,32.10843396275132,3.7,2490.0,3009.3306246918573,3300.0,0.013553100058347901
3254,2016224673,2016008728,home,578,0.3311587442130071,0.9997657972326556,26.74428212078594,3.7,2490.0,2909.2933089339012,3330.0,0.013553100058347901
1394,2002120175,2002004568,home,236,0.4205077798183561,0.48562777981835614,2.6048,3.7,2494.0,2847.434068929959,2542.0,0.013553100058347901
2451,2006198313,2006006956,home,435,0.6823547325513701,0.7908880658847035,4.341333333333334,3.7,2500.0,2660.426487062872,2580.0,0.013553100058347901
3274,2014161363,2014005876,home,580,0.11875,1.0,35.25,3.7,2500.0,3075.859950859951,3780.0,0.013553100058347901
2875,2007237804,2007008467,home,519,0.11875,0.9964406375751134,35.107625503004535,3.7,2500.0,3075.859950859951,3320.0,0.013553100058347901
3481,2007145452,2007005098,home,611,0.11875,0.9982418013907649,35.1796720556306,3.7,2500.0,3075.859950859951,3370.0,0.013553100058347901
421,2005230834,2005007964,home,45,0.81653524,0.9167123732222127,4.007085328888509,3.7,2500.0,2561.521936117936,2575.0,0.013553100058347901
3436,2008277780,2008009775,home,602,0.6815416732796397,0.9666946462984025,11.406118920750512,3.7,2502.0,2663.0257936513713,2744.0,0.013553100058347901
2430,2012214684,2012007661,home,431,0.27725706645531445,0.29760706645531443,0.8140000000000001,3.7,2505.0,2964.024275340063,2520.0,0.013553100058347901
1078,2012018949,2012000697,home,167,0.3067810643486892,0.9993152685127381,27.701368166561952,3.7,2505.0,2942.262114730696,3300.0,0.013553100058347901
359,2008165551,2008005805,home,43,0.733251895,1.0,10.6699242,3.7,2505.0,2627.910151105651,3190.0,0.013553100058347901
937,2012247668,2012008903,home,149,0.18590807160555506,0.3175047382722217,5.263866666666667,3.7,2508.0,3034.357686777232,2605.0,0.013553100058347901
2034,2010154745,2010005472,home,360,0.1834222850050643,0.27838895167173094,3.798666666666667,3.7,2510.0,3038.189961912729,2580.0,0.013553100058347901
3025,2003221428,2003007224,home,543,0.7929795624822684,0.9207232109497394,5.10974593869884,3.7,2511.0,2589.884843379163,2607.0,0.013553100058347901
1425,2012189887,2012006796,home,238,0.7063048281041593,0.8216214947708259,4.612666666666667,3.7,2515.0,2657.7728539772784,2600.0,0.013553100058347901
3208,2007009226,2007000297,home,571,0.7400915899999999,1.0,10.396336400000003,3.7,2515.0,2632.868606879607,3365.0,0.013553100058347901
2101,2012133709,2012004683,home,374,0.11875,0.9997539635739031,35.240158542956124,3.7,2516.0,3091.859950859951,3510.0,0.013553100058347901
296,2013089144,2013003582,home,38,0.619710247997301,1.0,15.21159008010796,3.7,2520.0,2726.601782802972,4740.0,0.013553100058347901
3489,2008239160,2008008381,home,614,0.763024685,1.0,9.4790126,3.7,2520.0,2620.9646056511056,6180.0,0.013553100058347901
2972,2003102209,2003003159,home,533,0.5757912800000001,1.0,16.968348799999994,3.7,2520.0,2758.9744864864865,3375.0,0.013553100058347901
960,2016165110,2016006417,home,150,0.11875,0.15945,1.6280000000000001,3.7,2520.0,3095.859950859951,2550.0,0.013553100058347901
3676,2002120729,2002004587,home,648,0.838583198,1.0,6.456672079999999,3.7,2520.0,2565.27037002457,3345.0,0.013553100058347901
3051,2004081131,2004002547,home,551,0.5676927359999999,1.0,17.292290560000005,3.7,2520.0,2764.9439292383295,3400.0,0.013553100058347901
3727,2004306588,2004010067,home,663,0.9174292746699467,0.9455270925176158,1.1239127139067602,3.7,2520.0,2520.0,2550.0,0.013553100058347901
2086,2010033899,2010001160,home,371,0.5274405645171105,0.6088405645171105,3.2560000000000002,3.7,2520.0,2794.6138345082722,2580.0,0.013553100058347901
3018,2008123257,2008004276,home,543,0.33979273952314154,0.9998958793378361,26.40412559258778,3.7,2520.0,2932.929184626677,3390.0,0.013553100058347901
1521,2016072916,2016002756,home,266,0.18741771937288326,0.9978417774669832,32.416962323764,3.7,2525.0,3050.244924295172,3330.0,0.013553100058347901
18,2009215724,2009007557,home,1,0.4299291185943792,0.9994663195719443,22.7814880391026,3.7,2525.0,2871.4895931736764,3245.0,0.013553100058347901
2956,2012230561,2012008256,home,533,0.31006063426475206,1.0,27.59757462940992,3.7,2530.0,2964.8447413281924,3675.0,0.013553100058347901
1606,2007117281,2007004041,home,282,0.8461784417378009,1.0,6.152862330487965,3.7,2530.0,2569.671910266977,3350.0,0.013553100058347901
3043,2012141353,2012004960,home,551,0.15655746199743217,0.17690746199743218,0.8140000000000001,3.7,2530.0,3077.9920427537354,2545.0,0.013553100058347901
3371,2003246067,2003008057,home,592,0.4492711595011989,0.9997017169879928,22.017222299471754,3.7,2530.0,2862.232560564227,3270.0,0.013553100058347901
28,2009298260,2009010447,home,1,0.742022798,1.0,10.319088079999998,3.7,2530.0,2646.445112039312,3350.0,0.013553100058347901
2431,2012214686,2012007661,home,431,0.2702482864553144,0.9995987794501975,29.17401971979532,3.7,2530.0,2994.19045224424,3385.0,0.013553100058347901
3066,2003122186,2003003815,home,554,0.76745037,1.0,9.301985199999997,3.7,2535.0,2632.70242997543,3375.0,0.013553100058347901
551,2012202563,2012007224,home,67,0.4327943268115063,0.4531443268115063,0.8140000000000001,3.7,2535.0,2879.377646084885,2550.0,0.013553100058347901
3582,2007295855,2007010566,home,635,0.4585696884025884,1.0,21.657212463896464,3.7,2535.0,2860.3786080570603,3420.0,0.013553100058347901
2599,2004091994,2004002863,home,467,0.6935029626705524,1.0,12.259881493177902,3.7,2540.0,2692.209118424654,4650.0,0.013553100058347901
3453,2007187403,2007006608,home,602,0.4830396922184516,1.0,20.678412311261933,3.7,2540.0,2847.3417502075295,4830.0,0.013553100058347901
1820,2007063395,2007002188,home,324,0.39771178014371145,0.9999931003204147,24.091252807068123,3.7,2545.0,2915.237017093087,3420.0,0.013553100058347901
1583,2005168844,2005005681,home,280,0.47246139241196694,1.0,21.101544303521322,3.7,2550.0,2865.139022792162,3400.0,0.013553100058347901
1860,2008267130,2008009393,home,328,0.11875000000000005,0.9949647719129583,35.04859087651833,3.7,2555.0,3130.859950859951,3350.0,0.013553100058347901
1204,2014226063,2014008207,home,183,0.601044614,1.0,15.95821544,3.7,2555.0,2775.3602353808355,5010.0,0.013553100058347901
3228,2005239761,2005008311,home,572,0.30094730740478964,0.9993536538466994,27.936253857676395,3.7,2557.0,2998.562181274111,3360.0,0.013553100058347901
1212,2006060926,2006002025,home,185,0.7048274763093447,1.0,11.806900947626211,3.7,2558.0,2701.861811074193,3300.0,0.013553100058347901
1634,2012200876,2012007172,home,285,0.658152856699862,1.0,13.67388573200552,3.7,2560.0,2738.2657075922393,3600.0,0.013553100058347901
2769,2005244623,2005008465,home,497,0.6957230881687071,1.0,12.171076473251716,3.7,2560.0,2710.572662283508,3395.0,0.013553100058347901
2500,2015097280,2015004140,home,444,0.11875,0.9912691048522676,34.900764194090705,3.7,2560.0,3135.859950859951,3315.0,0.013553100058347901
1178,2006226401,2006007900,home,183,0.8061990048936786,1.0,7.752039804252857,3.7,2560.0,2629.140782633652,3338.0,0.013553100058347901
208,2013156529,2013006330,home,29,0.7537709800000001,1.0,9.849160799999996,3.7,2565.0,2672.7855184275186,3375.0,0.013553100058347901
2636,2002000454,2002000015,home,471,0.2638747464240926,0.9793510912508563,28.61905379307054,3.7,2565.0,3033.888393299195,3150.0,0.013553100058347901
2648,2016178295,2016006950,home,471,0.4897711823553834,0.5182611823553834,1.1396000000000002,3.7,2567.0,2869.3799638658106,2588.0,0.013553100058347901
673,2009289849,2009010088,home,85,0.6414271794107468,1.0,14.342912823570128,3.7,2568.0,2758.594216650555,3384.0,0.013553100058347901
1317,2003133396,2003004164,home,209,0.7674503699999999,1.0,9.301985200000003,3.7,2570.0,2667.70242997543,3540.0,0.013553100058347901
99,2013058063,2013002174,home,12,0.16330635,1.0,33.467746,3.7,2570.0,3113.0174324324325,4710.0,0.013553100058347901
2004,2016092765,2016003514,home,356,0.484325720038423,1.0,20.62697119846308,3.7,2575.0,2881.393818153497,3985.0,0.013553100058347901
977,2006160247,2006005511,home,152,0.11875,0.9885195183317761,34.79078073327104,3.7,2575.0,3150.859950859951,3310.0,0.013553100058347901
2434,2011237036,2011008715,home,431,0.11875,0.9995513527014328,35.23205410805731,3.7,2580.0,3155.859950859951,3540.0,0.013553100058347901
